temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,total_cloud_cover_sfc,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,angle_of_incidence,zenith,generated_power_kw
10.78,94,1011.5,0.1,100,0,9.34,82.135617,89.29779,1.1984568
11.38,90,1012,0.1,100,14.24,9.66,68.225632,79.188889,74.437834
12.35,86,1011.7,0.1,100,107.69,12.07,53.394532,69.016482,157.56
12.84,84,1012.2,0.3,87,116.59,15.19,38.546952,60.08491,112.96528
14.02,77,1011.9,0.5,72,196.69,19.34,23.744396,53.172849,332.76639
13.43,82,1012,0.7,100,273.23,19.88,9.4315184,49.206986,234.49373
10.59,79,1015.7,0,100,132.61,14.33,7.6504764,48.930399,168.84417
11,77,1015.7,0,100,160.2,13.39,21.526433,52.402916,1022.6041
12.6,69,1015.3,0,100,233.18,10.44,36.309264,58.953026,1510.3475
14.11,60,1014,0,10,435.21,9.83,51.1516,67.651832,149.45472
14.33,54,1014.3,0,21,342.65,13.1,63.519114,75.9395,19.94125
2.75,96,1018.4,0,100,0,2.9,82.821769,90.099821,39.029722
2.81,94,1018.7,0,100,13.35,3.67,68.155194,79.404586,175.84461
4.67,83,1018.1,0,40,163.76,3.89,53.338295,69.260386,347.5292
8.35,55,1017.1,0,0,348.88,8.64,38.507729,60.365513,1517.4548
9.96,47,1015.8,0,0,496.62,12.02,23.735145,53.49539,2308.0754
11.15,43,1015,0,0,607.87,13.36,9.5491853,49.565948,2847.8031
12.24,41,1015.3,0,0,668.39,17.02,7.9018754,49.306267,2715.8421
13.02,38,1014.7,0,0,677.29,17.52,21.640868,52.771864,2410.7875
13.4,37,1014.4,0,0,628.34,17.52,36.390648,59.300515,1520.8256
13.36,38,1014.1,0,0,526.88,17.52,51.215057,67.974935,74.38097
12.86,35,1014.2,0,0,381.81,16.95,63.44788,76.15797,3.8827973
1.8,68,1016.8,0,0,0,8.67,94.209195,99.177183,3.1564516
1.96,58,1016.8,0,0,0,8.44,82.744703,90.30417,588.97833
3.06,48,1017.1,0,0,14.24,7.49,68.088011,79.620827,1082.3275
6.7,43,1015.9,0,0,167.32,3.71,53.286151,69.504838,2111.1181
11.69,41,1014.5,0,0,347.99,6.03,38.473819,60.646309,2537.3799
13.95,40,1013.6,0,0,496.62,9.39,23.733717,53.817396,2763.6964
15.76,36,1012.7,0,0,604.31,10.23,9.680444,49.923405,2830.3296
16.4,23,1013.8,0,0,669.28,8.91,8.1576963,49.679839,2679.2458
17.27,23,1013.5,0,0,671.95,10.14,21.758514,53.138169,2344.2938
17.6,24,1013.4,0,0,618.55,11.04,36.472818,59.645289,1452.15
17.17,27,1013.2,0,0,515.31,12.22,51.278089,68.295279,61.016554
16.19,29,1013.5,0,0,372.02,12.02,63.250884,76.285973,8.1842342
5.32,54,1016.8,0,34,0,9.16,94.037681,99.308317,1.6517241
4.79,55,1017.1,0,10.5,0,10.46,82.670298,90.50887,223.90167
5.34,56,1017.2,0,66,14.24,10.01,68.024107,79.837609,632.80972
9.28,46,1016.3,0,100,157.53,6.62,53.238133,69.7499,1024.2631
13.54,36,1015.8,0,100,320.4,4.84,38.445237,60.927424,1855.3769
15.73,34,1014.3,0,36,477.04,5.15,23.740078,54.139075,1817.3467
17.21,37,1013.3,0,0,585.62,5.76,9.8252371,50.279643,1355.8033
18.54,27,1014,0,30,633.68,0.51,8.4190869,50.051405,2506.3736
19.22,29,1013.4,0,28.5,638.13,1.14,21.879166,53.502043,1443.2214
19.56,30,1013.3,0,2.4,579.39,3.42,36.555646,59.987457,676.25083
19.43,31,1012.9,0,7.8,499.29,4.02,51.340597,68.612884,157.40306
18.95,33,1012.6,0,5.4,364.01,5.69,62.68487,76.153824,7.2953125
10.23,95,1012,0,24,0,25.58,82.598959,90.714315,139.04389
10.89,94,1012.7,0,50,12.46,28.9,67.96355,80.054815,204.56321
12.55,87,1012.6,0,100,154.86,31.52,53.19427,69.995347,165.9575
13.45,82,1012.5,0,100,288.36,33.44,38.421974,61.208516,677.44239
14.73,75,1012,0,100,405.84,34.6,23.7541,54.459953,1512.5823
16.38,68,1011.1,0,88,515.31,34.1,9.9812565,50.634088,1566.5236
17.13,65,1010.2,0,6.9,382.7,28.47,8.683002,50.420386,646.08583
18.63,58,1009.4,0,4.8,620.33,25.98,22.002504,53.862988,315.87389
19.03,55,1008.9,0,8.1,575.83,28.14,36.638987,60.32663,207.84389
18.41,57,1008,0,80,445,33.25,51.402483,68.927461,47.361667
10.96,95,1012.2,0,100,0,17.9,82.5305,90.920166,15.254727
11.85,93,1012.2,0,100,8.01,21.05,67.906358,80.27243,170.57694
12.93,88,1012,0,100,88.11,23.16,53.154587,70.24123,474.34752
13.33,89,1012.3,0.1,100,161.09,25.67,38.404031,61.489692,332.03786
14.31,84,1011.7,0.1,100,260.77,27.94,23.775726,54.780217,380.08361
15.07,80,1011,0.2,100,364.01,29.88,10.148528,50.986999,378.63416
14.96,78,1010.7,1.1,100,227.84,26.56,8.9506436,50.787045,316.66327
14.99,79,1010.2,1.2,63,224.28,25.57,22.128332,54.221197,74.302778
15.37,77,1009.3,1.3,69,233.18,28.01,36.722713,60.662904,27.595278
15.14,81,1008.4,1.3,72,234.96,29.2,51.466996,69.241465,3.1433333
9.31,96,1010.6,0,89,0,20.42,82.465073,91.126512,118.82722
9.52,95,1010.7,0,74,10.68,19.77,67.852571,80.49039,603.14
11.47,86,1010.5,0,39,153.08,21.31,53.119106,70.48746,803.87278
12.59,83,1011.4,0,74,321.29,22.21,38.391397,61.770834,639.55694
13.25,81,1011.1,0,99,404.95,24.82,23.804847,55.09972,2380.4781
14.03,75,1010.5,0,19,445.89,24.68,10.326142,51.338212,1740.5569
14.83,75,1009.8,0.5,100,218.94,6.3,9.221012,51.151217,2280.6075
14.86,74,1010.3,0.3,100,245.64,11.59,22.25639,54.576507,2349.7869
14.56,76,1010.5,0,63,297.26,17.58,36.806685,60.996127,1309.8467
14.4,75,1009.6,0,10,359.56,18.25,51.524,69.547431,81.176667
14.7,73,1009.8,0,10,300.82,16.42,62.951564,77.123454,0.40555556
8.07,94,1014.9,0,0,0,6.7,82.389625,91.32062,0.36333333
7.95,98,1016.1,0,50,8.9,6.57,67.802237,80.708597,98.198427
9.71,90,1016.3,0,100,140.62,8.56,53.087844,70.733874,175.97749
10.03,90,1016.9,0,100,173.55,11.09,38.384045,62.051707,144.27853
11.59,86,1016.5,0,100,281.24,15.58,23.841295,55.418152,366.03472
12.66,83,1016.7,0,100,238.52,15.08,10.512352,51.687366,455.35374
16.33,61,1015.8,0,0.3,563.37,18.22,9.4925654,51.512537,192.38597
17.03,53,1015.7,0,100,607.87,22.7,22.386374,54.928598,184.7025
16.46,47,1016.5,0,3.6,490.39,23.89,36.890753,61.326034,258.41179
15.89,43,1016.4,0,82,470.81,24.16,51.58343,69.852468,70.455833
14.86,45,1016.9,0,0,337.31,27.36,62.384206,76.984436,1.7625
4.06,95,1022.6,0,100,0,14.11,82.343426,91.540299,36.746111
4.06,95,1023.8,0,100,3.56,14.49,67.755376,80.927014,171.51352
4.52,93,1023.9,0,100,70.31,14.84,53.06082,70.98047,262.74306
5.31,91,1023.2,0,100,152.19,15.94,38.38196,62.33233,284.59984
8.38,70,1022.4,0,17,349.77,20.17,23.88497,55.735569,527.46083
10.52,58,1021.1,0,0,566.04,21.37,10.707003,52.03455,803.38583
12.05,54,1020.6,0,30,595.41,24.82,9.7657404,51.871099,1299.0854
12.98,50,1020.6,0,30,577.61,24.68,22.518073,55.277523,1531.3214
13.48,47,1019.7,0,26.7,550.02,23.54,36.974782,61.652624,679.32158
13.38,48,1019.4,0,100,462.8,24.07,51.641838,70.154088,135.97611
12.74,51,1019.5,0,59,319.51,23.69,62.42745,77.268872,6.8767857
1.51,83,1026,0,6,0,8.85,82.287585,91.748048,450.02361
2.06,79,1026.6,0,2,5.34,7.65,67.712027,81.14557,1158.1569
6,56,1025.8,0,0,131.72,7.9,53.034598,71.225408,1808.038
8.49,48,1025.8,0,0,301.71,9.73,38.376707,62.608974,2406.3933
10.76,40,1024.5,0,2.1,445,10.82,23.935701,56.051754,2683.0975
12.79,37,1023.6,0,0,547.35,12.66,10.90894,52.379517,2748.8261
14.67,47,1023.2,0,0,599.86,17.58,10.039444,52.226651,2611.8014
15.59,47,1022.8,0,0,603.42,17.11,22.651191,55.623048,2253.9906
16.25,48,1022.9,0,0,554.47,16.45,37.058619,61.975691,1111.5136
16.33,50,1022.1,0,0,456.57,15.04,51.699118,70.452114,47.08
15.94,52,1022.6,0,0,318.62,14.12,62.346037,77.464162,0.10185185
7.59,90,1023.7,0,0,0,9.29,82.234874,91.955939,237.54278
7.88,88,1023.6,0,0,5.34,7.93,67.672224,81.364203,625.905
10.33,74,1023.1,0,0,129.94,5.99,53.019543,71.473828,1337.0539
14.49,59,1022.9,0,0,300.82,2.81,38.393476,62.892319,1798.8583
17.3,49,1021.3,0,0.9,443.22,0.72,23.993374,56.366727,1506.2419
19.11,42,1020.2,0,27.6,548.24,2.41,11.11799,52.722311,1602.4248
20.46,37,1019,0,30,588.29,10.44,10.313914,52.579236,904.55361
21.04,37,1018.7,0,30,593.63,10.45,22.785515,55.965184,760.62194
20.78,38,1017.9,0,100,483.27,9.03,37.142119,62.295203,359.92222
20.5,39,1017.9,0,100,352.44,9.01,51.75516,70.746479,56.954167
8.73,74,1020,0,18.3,0,3.83,82.185133,92.163898,23.360391
8.54,75,1020.8,0,16.5,5.34,5.15,67.635998,81.582853,121.94833
11.02,66,1020.2,0,96,129.94,3.32,53.005321,71.720453,240.25569
13.18,58,1020.2,0,100,206.48,1.08,38.407019,63.171511,227.94111
14.55,53,1019.9,0,100,203.81,0.72,24.057791,56.680268,650.20518
17,45,1018.5,0,100,413.85,4.02,11.332947,53.06268,399.26806
16.78,43,1018.4,0,100,264.33,9.22,10.588224,52.928599,636.71982
17.71,41,1017.9,0,100,353.33,11.3,22.920748,56.303697,337.26444
18.21,39,1018.1,0,100,401.39,9.67,37.225122,62.610955,192.91707
18.09,39,1017.9,0,100,274.12,7.7,51.80985,71.037006,140.78346
17.92,39,1017.7,0,100,210.04,7.29,61.572544,77.426625,0.0125
8.61,77,1020.6,0,83,0,14.4,82.139657,92.372822,229.05444
8.42,78,1021.6,0,62,4.45,14.4,67.603383,81.80147,654.4925
12.06,68,1020.8,0,16,131.72,15.73,52.995398,71.966959,1505.8628
15.2,56,1019.7,0,15,299.93,21.41,38.425711,63.450059,2131.4292
16.3,53,1020,0,30,433.43,23.84,24.128808,56.992322,2660.9058
17.21,49,1019.1,0,42,532.22,24.82,11.55346,53.400571,2154.9019
16.8,50,1018.4,0,100,558.92,24.07,10.862157,53.274682,1638.9419
16.88,49,1018.5,0,100,439.66,23.91,23.056643,56.638513,1846.9892
17.3,48,1017.4,0,100,414.74,23.93,37.307474,62.922854,921.64278
17.48,49,1016.5,0,100,379.14,24.29,51.863072,71.323588,126.20889
17.21,50,1016.8,0,93,290.14,23.51,62.219517,78.117024,0.1
10.47,92,1012.5,0.1,100,0,21.4,82.097376,92.581913,32.135556
10.47,91,1012.7,0.1,100,1.78,21.92,67.574399,82.019998,84.506667
11.53,86,1012.1,0.1,100,64.08,22.61,52.989788,72.213316,554.60483
12.6,82,1012.1,0.1,100,167.32,21.57,38.449522,63.72793,910.30795
13.87,77,1011.7,0.1,48,337.31,24.63,24.20628,57.302864,201.59944
14.73,73,1010.3,0.2,3.9,524.21,26.48,11.779188,53.73597,252.90611
14.27,72,1011.7,0.3,14.1,569.6,32.02,11.135813,53.617472,167.18444
13.78,74,1011.3,0.4,8.7,459.24,31.73,23.192988,56.969595,455.64367
14.3,71,1011,0.4,10,330.19,31.34,37.389024,63.230836,719.69583
14.31,71,1010.4,0.3,15,270.56,29.9,51.914712,71.606139,114.56722
13.81,73,1010.5,0.3,12,293.7,28.12,61.648046,77.965194,4.1825
8.52,80,1011.5,0,100,0,14.39,82.057974,92.790793,6.8413889
8.53,82,1011.8,0.1,100,0.89,10.64,67.549104,82.238358,213.59472
9.96,75,1012,0,100,81.88,7.93,52.988499,72.45936,484.93113
10.72,69,1012.5,0.4,100,122.82,5.45,38.478394,64.004889,737.46333
11.94,51,1012.2,0,68,331.97,12.96,24.289943,57.611582,1039.8482
11.83,37,1012.7,0,100,535.78,17.77,12.0087,54.068509,1097.8551
12.44,58,1011.4,0,3,290.14,9.42,11.407782,53.956592,646.18921
12.87,42,1011.2,0,12,384.48,13.56,23.329426,57.296606,1391.8825
13.19,43,1011.6,0,100,396.94,14.4,37.469594,63.534621,364.63889
12.43,46,1011.2,0,34,339.98,10.83,51.964649,71.884433,54.450796
11.67,48,1011.4,0,98,114.81,9.47,61.791036,78.303087,0.47583333
1.36,89,1017.1,0,0,0,9.83,82.023495,93.000821,386.12917
1.22,91,1018.1,0,0,1.78,11.62,67.527485,82.456523,707.16685
5.45,79,1017.4,0,0,113.03,15.94,52.991542,72.70516,1179.4407
8.19,68,1017.2,0,7,284.8,23.05,38.512306,64.281054,952.41383
9.71,62,1016.8,0,10,419.19,23.78,24.379736,57.918659,1810.3421
11.04,56,1016.3,0,9,523.32,25.05,12.242688,54.398429,1701.5575
12.54,53,1015.6,0,41,572.27,27.74,11.67911,54.29228,1084.4826
13.06,50,1016,0,10.2,583.84,27.42,23.465847,57.619721,826.24187
13.19,49,1016.6,0,10.8,535.78,26.73,37.549056,63.834296,283.20611
13.02,50,1015.8,0,44,439.66,25.33,52.012772,72.158482,53.095278
7.98,92,1019.4,0,100,0,9.57,81.989303,93.208702,36.133611
8.46,89,1020,0,100,0.89,9.79,67.50959,82.674401,252.42222
10.08,81,1019.7,0,100,72.09,10.82,52.998914,72.950542,603.13944
10.97,79,1019.8,0,100,87.22,13.2,38.551183,64.556174,1000.3217
13.83,66,1019,0,27,280.35,15.6,24.47536,58.223768,1018.4706
15.67,60,1018.7,0,100,490.39,12.41,12.47967,54.725344,1345.2992
17.31,62,1018.1,0,100,472.59,7.59,11.948455,54.62415,2284.5083
17.14,62,1018.2,0,100,336.42,11.77,23.601897,57.938594,878.34083
17.58,59,1018.4,0,100,355.11,12.72,37.627233,64.129575,409.17583
17.66,57,1017.3,0,100,350.66,14.71,52.058965,72.428059,100.02687
16.59,60,1017.4,0,8.7,295.48,15.94,61.37861,78.488991,0.35
8.77,95,1018.1,0,3.9,0,23.89,81.961731,93.418953,16.200556
8.99,95,1018,0,33,0.89,25.72,67.495416,82.89193,646.49361
11.56,82,1017.3,0,17,107.69,27.87,53.010611,73.195482,886.31891
13.33,73,1018.9,0,4.8,280.35,28.14,38.594974,64.830233,2389.4042
15.16,64,1017.8,0,100,410.29,28.12,24.57666,58.526906,2577.9178
16.66,54,1016.9,0,100,486.83,28.5,12.719614,55.049271,2567.3583
17.26,55,1018.4,0,3.3,566.04,26.04,12.216019,54.952213,2270.415
17.93,51,1017,0,1.5,567.82,27.19,23.737394,58.253213,1034.8822
18.19,50,1016,0,0.3,521.54,28.36,37.703988,64.420415,293.04333
18.2,49,1016.2,0,100,423.64,28.77,51.622275,72.385241,26.690638
9.76,93,1015.9,0,100,0,31.63,92.300283,101.66543,9.0694444
9.36,93,1015.9,0,100,0,31.36,81.941039,93.631768,286.66292
9.14,93,1016.1,0,100,0,31.28,67.484974,83.109029,427.35833
9.84,89,1016.3,0,100,59.63,31.44,53.026617,73.43988,1409.4642
10.66,85,1017,0.1,69,174.44,31.61,38.6436,65.103101,1286.9806
11.85,82,1016.9,0.4,52,311.5,31.1,24.683398,58.827917,1310.0789
12.87,78,1016.7,0.3,51,333.75,31.17,12.96187,55.370038,995.92444
13.23,74,1017,0,100,301.71,33.14,12.481326,55.276299,685.95694
14.29,70,1016.8,0,100,314.17,31.35,23.872083,58.563413,498.04111
14.95,67,1016.9,0,100,310.61,29.22,37.77917,64.706662,250.04685
14.99,66,1016.8,0,100,276.79,27.82,52.145141,72.953443,56.735052
14.93,66,1017.6,0,58,215.38,25.62,61.91213,79.311214,0.31190476
7.63,92,1020.2,0,4,0,26.94,67.478258,83.325614,2.1241667
9.77,79,1019.8,0,66,101.46,30.43,53.046911,73.683658,23.308522
11.69,70,1019.2,0,100,265.22,34.34,38.696983,65.374684,444.00333
12.81,65,1018.8,0,100,321.29,35.26,24.795358,59.126701,501.88944
14.08,61,1017.9,0,74,469.03,36.84,13.206067,55.687545,469.48639
15.16,54,1018.4,0,65,552.69,33.41,12.744179,55.596306,356.81972
15.77,52,1017.5,0,58,557.14,34.25,24.005745,58.869089,228.5125
15.95,49,1016.8,0,100,500.18,34.37,37.85264,64.988207,87.856944
15.59,50,1015.8,0,100,327.52,34.11,52.186529,73.210122,6.6197222
7.83,82,1011.6,2.3,100,0,32.84,67.475219,83.541584,87.615
8.07,82,1013,0.3,51,97.01,28.44,53.071463,73.926789,340.48306
8.73,83,1013.2,0,100,172.66,31.21,38.755046,65.64497,647.295
9.81,79,1012.9,0.1,61,299.04,33.75,24.91238,59.423268,1794.42
10.52,75,1012.6,0.1,14,453.01,30.41,13.452277,56.001825,1523.8106
10.33,76,1010.7,0.1,100,399.61,32.81,13.004938,55.912273,1817.1036
10.53,73,1010.5,0,100,367.57,31.57,24.138261,59.170257,440.14
10.2,73,1011,0,100,266.11,28.77,37.924286,65.26503,76.145278
9.91,73,1010.9,0,100,218.94,29.28,50.27398,72.230875,0.032539683
5.98,93,1014.5,0,17,0,27.65,81.526381,93.980161,22.870175
5.98,93,1015,0.1,72,0,28.36,67.475873,83.756837,157.9622
7.35,85,1015.3,0.3,32,97.9,31.67,53.100228,74.16909,466.22972
8.62,78,1016.3,0.3,23,255.43,29.6,38.817665,65.913714,539.47333
9.85,74,1015.7,0.2,14,393.38,25.92,25.034117,59.717314,860.99194
11.14,70,1015.4,0,27,495.73,21.99,13.69937,56.312542,394.00944
13.76,65,1015.1,0.2,100,199.36,10.59,13.262543,56.223862,164.875
13.92,62,1015.4,0.5,100,187.79,12.66,24.2693,59.466615,146.5776
13.8,61,1015.7,0.2,51,182.45,14.26,37.993954,65.536885,259.18582
13.65,60,1015.9,0.2,35,148.63,13.85,52.257428,73.705393,66.413333
8.89,92,1019,0.3,100,0,20.88,80.144106,93.122537,32.070652
9.2,92,1019.1,0.2,100,0,19.8,67.480154,83.971261,225.22591
10.97,85,1019,0.2,100,75.65,22.69,53.133161,74.410527,594.15389
12.18,80,1019.2,0.2,100,190.46,24.03,38.884746,66.180898,644.89
12.99,79,1018.9,0.2,100,194.02,23.44,25.160402,60.008848,531.01583
13.1,80,1018.7,0.1,100,187.79,23.94,13.947443,56.619717,814.23306
14.19,74,1019.9,0.4,63,493.95,26.66,13.517312,56.531101,766.84444
13.85,76,1019.6,0.2,100,315.95,24.01,24.398749,59.758173,367.20361
14.72,69,1019.7,0,100,342.65,22.04,38.06154,65.803749,210.95528
14.25,69,1019,0,100,205.59,15.28,51.814012,73.642719,9.4136905
8.58,93,1022.3,0,100,0,1.3,79.388136,92.746282,4.1954167
8.55,92,1022.6,0,100,0,1.94,67.488029,84.184739,167.43798
9.86,86,1023,0,100,44.5,2.74,53.170202,74.650972,359.20944
12,81,1023.3,0,100,206.48,1.84,38.956164,66.446368,668.64012
13.7,64,1023,0,100,344.43,3.26,25.29095,60.297693,568.97944
15.06,58,1022.4,0,67,445.89,2.62,14.195946,56.923177,783.62278
16.72,53,1022.5,0,28,372.91,7.7,13.768851,56.833823,596.21083
17.98,52,1022.1,0,9,486.83,10.31,24.526389,60.044776,320.10111
18.8,51,1021.9,0,69,473.48,13.89,38.126923,66.065484,122.23064
18.45,57,1021.7,0,100,358.67,16.28,52.083263,74.030544,32.23908
8.94,98,1025.9,0,51,0,7.75,81.882891,94.90042,133.98887
8.68,98,1026.6,0,59,0,8.09,67.499444,84.397152,853.72446
10.25,94,1026.6,0,67,77.43,6.99,53.211289,74.890328,1797.2157
14.4,76,1025.8,0,57,245.64,8.64,39.031794,66.710013,2304.9853
16.77,66,1025.5,0,16,379.14,9.47,25.425513,60.583737,2529.3347
18.25,60,1024.8,0,1,478.82,9.45,14.444558,57.22281,2560.4694
19.53,57,1025.2,0,2.4,532.22,1.53,14.01699,57.131921,2422.7904
20.32,54,1025,0,0,534,3.32,24.652041,60.32632,1845.4475
20.65,52,1024.7,0,0.6,484.16,4.1,38.189993,66.321992,616.87496
20.54,53,1024.1,0,1.8,396.05,4.84,52.347348,74.411469,17.447222
9.27,94,1027,0,0,0,14.76,81.887078,95.112062,181.56389
9.24,96,1027.6,0,1,0,15.48,67.514347,84.608378,1114.5098
12.04,90,1027.5,0,0,74.76,16.58,53.256349,75.128475,1863.6458
15.06,76,1027.4,0,0,236.74,18.89,39.1115,66.9717,2318.9053
16.84,65,1026.8,0,0,372.91,20.42,25.563816,60.866833,2561.1805
17.96,59,1026.3,0,0,474.37,21.61,14.692851,57.518469,2596.7036
19.25,52,1026.9,0,0.9,534.89,17.78,14.261448,57.425256,2442.8329
19.82,51,1026.5,0,0,535.78,18.12,24.775509,60.602678,2094.3719
19.98,49,1025.9,0,0,485.94,18.33,38.250639,66.573154,559.34444
19.8,50,1025.5,0,0,388.04,17.08,52.37202,74.636146,12.891445
9.42,91,1027.6,0,0,0,30.55,81.896149,95.324405,171.27389
9.21,92,1027.7,0,0,0,31.21,67.53264,84.81827,1110.0663
10.67,84,1027.8,0,0,73.87,32.69,53.305309,75.365345,1927.2006
12.59,69,1027.8,0,0,239.41,34.68,39.195158,67.231366,2405.3071
14.27,59,1027.8,0,0,379.14,34.68,25.705657,61.146938,2682.9371
15.84,50,1027.2,0,0,481.49,33.2,14.940815,57.810132,2720.5597
17.29,49,1027.1,0,0,538.45,29.34,14.50241,57.713814,2548.5719
18.26,45,1027.1,0,0,542.01,26.37,24.896697,60.873827,2171.4181
18.68,43,1027.1,0,0,492.17,23.78,38.308778,66.818935,595.615
18.33,44,1026.3,0,0,393.38,21.63,52.393942,74.855381,16.017406
8.18,67,1032.2,0,0,0,6.44,81.909704,95.537018,170.72708
7.55,69,1032.5,0,0,0,7.24,67.554289,85.026725,1092.8883
9.02,65,1033,0,0,69.42,7.1,53.358085,75.600798,1870.48
12.41,60,1032.3,0,0,234.07,3.22,39.282615,67.488844,2319.5222
15.58,54,1031.8,0,0,372.91,3.83,25.850734,61.423863,2568.7744
17.19,51,1031.4,0,0,476.15,6.3,15.187906,58.097601,2643.3625
19.46,31,1031.1,0,0,539.34,9.83,14.739394,57.997404,2472.8327
19.65,33,1031,0,0,542.01,9.98,25.015378,61.139597,2098.9661
19.71,34,1031,0,0,491.28,7.9,38.364295,67.059188,549.81833
19.52,35,1030,0,0,391.6,7.2,52.413057,75.069043,15.31717
7.79,36,1031.1,0,0,0,9.9,81.925788,95.748376,160.22743
7.53,33,1031.5,0,0,0,9.5,67.579188,85.233591,1094.4347
8.59,34,1031.6,0,0,69.42,7.79,53.414592,75.834749,1903.3239
11.43,33,1031.3,0,0,237.63,6.12,39.373732,67.744057,2366.2903
15.07,28,1030.2,0,0,379.14,3.6,25.99883,61.697546,2567.7933
17.63,28,1029.3,0,0,484.16,1.44,15.434044,58.380831,2607.4288
20.28,21,1028.4,0,0,544.68,8.71,14.972538,58.275994,2471.6639
21.1,19,1027.3,0,0,547.35,10.04,25.131459,61.399952,2098.9036
21.31,19,1026.9,0,0,496.62,11.18,38.417116,67.293871,523.50056
20.79,20,1026.4,0,0,396.05,11.73,52.429319,75.277084,17.416111
7.5,30,1027.3,0,0,0,11.62,81.948717,95.961768,148.77778
7.33,28,1027.3,0,0,0,11.38,67.607313,85.438786,1058.2073
8.82,27,1027.2,0,0,66.75,9.45,53.474733,76.06705,1944.2381
11.66,27,1027.3,0,0,235.85,7.63,39.468344,67.996826,2385.9316
15.13,25,1025.8,0,0,377.36,5.48,26.149631,61.967786,2601.5933
17.67,22,1025.3,0,0,482.38,3.32,15.678682,58.659616,2666.1872
20.28,24,1024.2,0,0,535.78,1.8,15.201332,58.549385,2500.4902
21.06,21,1023.5,0,0,539.34,3.76,25.244709,61.654715,2090.3642
21.21,19,1023.3,0,0,489.5,5.9,38.46713,67.522833,554.48818
20.34,21,1022.8,0,0,389.82,6.37,52.442675,75.479393,20.071111
7.42,33,1024.8,0,0,0,14.11,81.973467,96.173165,133.03556
7,35,1025.4,0,0,0,13.76,67.638567,85.642185,1028.9506
7.88,39,1025.6,0,0,63.19,12.37,53.538415,76.297627,1889.7278
11.31,37,1025.6,0,0,230.51,9.11,39.566311,68.247094,2360.8703
15.11,31,1024.3,0,0,372.91,9.53,26.302945,62.234548,2610.6869
17.13,27,1023.5,0,0,477.93,6.64,15.921867,58.933945,2645.2719
18.18,29,1023.8,0,0,526.88,14.4,15.426035,58.817577,2491.1983
18.92,27,1023.2,0,0,530.44,10.11,25.355079,61.903882,2068.3786
19.17,26,1023.2,0,0,479.71,7.63,38.514279,67.746058,575.61333
18.79,27,1022.9,0,0,380.92,5.8,52.336978,75.602261,28.548023
6.76,71,1029.1,0,8.7,0,4.9,81.88388,96.292532,131.93644
5.95,75,1029.8,0,8.4,0,5.86,67.672936,85.843735,945.81861
6.88,73,1030.1,0,10.2,66.75,5.62,53.605532,76.526331,1891.3403
10.39,60,1030.3,0,9,234.96,2.41,39.66746,68.494687,2344.1827
13.61,52,1029.4,0,8.1,372.91,4.33,26.458466,62.497643,2592.0347
15.45,45,1028.9,0,8.1,474.37,7.52,16.163113,59.203623,2554.0569
16.67,38,1029.7,0,4.8,525.99,13.72,15.646211,59.080388,2331.8964
16.53,41,1029.6,0,4.2,527.77,15.99,25.462358,62.14729,1597.3989
16.64,40,1029.5,0,6.3,479.71,14.92,38.558463,67.963409,618.6294
16.26,41,1029,0,5.1,385.37,12.73,52.461376,75.867172,63.68121
4.56,93,1033.3,0,0,0,16.6,81.917133,96.503626,119.54096
4.36,94,1033.8,0,0,0,15.91,67.7104,86.043398,863.31917
6.57,92,1033.4,0,0,55.18,15.16,53.675977,76.753049,1861.7097
10.08,77,1032.4,0,0,218.05,15.88,39.771628,68.73949,2339.4042
12.95,61,1031.7,0,0,357.78,15.68,26.615948,62.756959,2547.7544
14.84,53,1030.9,0,0,461.02,15.38,16.402222,59.46855,2589.4285
15.74,48,1030.6,0,0,519.76,11.18,15.861783,59.337728,2443.0534
16.86,44,1029.5,0,0,522.43,7.42,25.566424,62.38486,2017.5975
17.5,40,1029.5,0,0,472.59,4.68,38.59961,68.174814,573.55889
17.36,41,1028.3,0,0,373.8,6.13,52.465532,76.051707,27.892778
5.07,65,1028.8,0,0,0,11.72,81.83593,96.622456,105.49856
4.88,61,1029,0,0,0,10.74,67.750952,86.241173,850.73685
6.12,55,1028.7,0,0,54.29,9.26,53.749642,76.977689,1871.3233
9.18,49,1028.1,0,0,218.05,6.29,39.878663,68.981419,2341.9081
12.57,41,1026.6,0,0,358.67,4.8,26.77519,63.01243,2558.9606
14.77,35,1025.4,0,0,463.69,3.98,16.639182,59.728682,2611.7934
17.19,33,1025.3,0,0,517.09,1.3,16.072865,59.589567,2470.7916
17.93,31,1024.1,0,0,520.65,0,25.667209,62.616562,2062.0588
18.17,30,1023.5,0,0,469.92,1.02,38.637664,68.38024,591.26963
17.9,32,1023.1,0,0,371.13,2.9,52.467562,76.230908,25.258611
4.82,85,1025.7,0,0,0,5.5,81.52335,96.559095,99.902424
4.18,90,1026.5,0,0,0,6.37,67.794675,86.437133,802.4675
5,86,1026.4,0,0,49.84,6.37,53.826406,77.200075,1826.1867
8.67,69,1025.3,0,0,210.93,3.05,39.988368,69.220265,2352.4367
12.19,56,1024.4,0,0,350.66,5.15,26.935843,63.263822,2575.9782
13.75,51,1023.7,0,0,454.79,6.84,16.873354,59.983773,2645.8714
